chromosome_id	chromosome_name	ensembl_gene_id	start_position	end_position	strand	external_gene_name	description
1	1	ENSOCUG00000016443	47833120	47833662	-1	TPD52L3	tumor protein D52-like 3 [Source:HGNC Symbol;Acc:HGNC:23382]
1	1	ENSOCUG00000016447	142149162	142149491	1	KCNE3	potassium channel, voltage gated subfamily E regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
1	1	ENSOCUG00000016448	19113237	19114891	1	CCL21	chemokine (C-C motif) ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]
1	1	ENSOCUG00000016469	48271766	48296598	-1	MLANA	melan-A [Source:HGNC Symbol;Acc:HGNC:7124]
1	1	ENSOCUG00000016474	48260760	48262511	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TBP8]
1	1	ENSOCUG00000016475	188785689	188787395	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U366]
1	1	ENSOCUG00000016490	193785181	193794743	-1	CATSPER1	cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]
1	1	ENSOCUG00000016513	14884894	14934177	1	TBC1D2	TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]
1	1	ENSOCUG00000016527	14653854	14859670	1	GABBR2	gamma-aminobutyric acid (GABA) B receptor, 2 [Source:HGNC Symbol;Acc:HGNC:4507]
1	1	ENSOCUG00000016528	146536872	146538719	-1	UBQLNL	ubiquilin-like protein  [Source:RefSeq peptide;Acc:NP_001164940]
1	1	ENSOCUG00000016529	131120111	131127637	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TBU1]
1	1	ENSOCUG00000016534	131095165	131104851	-1	TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]
1	1	ENSOCUG00000016544	131086410	131087544	1	CREBZF	CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]
1	1	ENSOCUG00000016547	131065956	131067080	1	CCDC89	coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]
1	1	ENSOCUG00000016548	76418866	76467071	1	ROR2	receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]
1	1	ENSOCUG00000016555	170134993	170680957	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TBW6]
1	1	ENSOCUG00000016559	64143577	64340449	-1	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide [Source:HGNC Symbol;Acc:HGNC:4390]
1	1	ENSOCUG00000016590	188995818	188996750	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TR58]
1	1	ENSOCUG00000016631	18115162	18122716	1	FAM221B	family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]
1	1	ENSOCUG00000016636	18090638	18254008	-1	TMEM8B	transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]
1	1	ENSOCUG00000016656	18074224	18075159	1	OR13J1	olfactory receptor family 13 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:15108]
1	1	ENSOCUG00000016681	191220974	191221912	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U7Z2]
1	1	ENSOCUG00000016685	127339683	127534293	1	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]
1	1	ENSOCUG00000016711	673404	765025	-1	KIAA1958	KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]
1	1	ENSOCUG00000016717	632068	650617	1	INIP	INTS3 and NABP interacting protein [Source:HGNC Symbol;Acc:HGNC:24994]
1	1	ENSOCUG00000016738	11180155	11399490	1	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A [Source:HGNC Symbol;Acc:HGNC:16767]
1	1	ENSOCUG00000016757	108017509	108105169	1	EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]
1	1	ENSOCUG00000016794	188965436	188966365	1	OR5AS1	olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261]
1	1	ENSOCUG00000016801	147845685	147848360	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TCE1]
1	1	ENSOCUG00000016803	188981499	188982535	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TPD8]
1	1	ENSOCUG00000016808	864920	948012	-1	HSDL2	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]
1	1	ENSOCUG00000016853	49071946	49201223	-1	JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]
1	1	ENSOCUG00000016888	70064606	70156128	-1	IARS	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]
1	1	ENSOCUG00000016929	147398577	147428794	-1	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65) [Source:HGNC Symbol;Acc:HGNC:581]
1	1	ENSOCUG00000016940	147463617	147478519	-1	TRIM3	tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
1	1	ENSOCUG00000016950	147489843	147493134	-1	ARFIP2	ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]
1	1	ENSOCUG00000016956	147494250	147495375	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TCP8]
1	1	ENSOCUG00000016970	147516704	147582776	1	DNHD1	dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]
1	1	ENSOCUG00000017008	73510454	73513938	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TCT0]
1	1	ENSOCUG00000017017	61398007	61449350	-1	CARNMT1	carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]
1	1	ENSOCUG00000017026	61476176	61495324	-1	NMRK1	nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]
1	1	ENSOCUG00000017039	90871441	90881730	1	RPUSD4	RNA pseudouridylate synthase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25898]
1	1	ENSOCUG00000017040	61502198	61562877	1	OSTF1	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]
1	1	ENSOCUG00000017049	90820248	90841777	-1	FAM118B	family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]
1	1	ENSOCUG00000017057	90813746	90818595	1	SRPRA	SRP receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:11307]
1	1	ENSOCUG00000017103	91600951	91608987	1	ACRV1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TD11]
1	1	ENSOCUG00000017140	18889609	18898944	-1	PHF24	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]
1	1	ENSOCUG00000017198	149801979	149875483	1	TUB	tubby bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
1	1	ENSOCUG00000017214	149881739	149964538	-1	RIC3	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]
1	1	ENSOCUG00000017354	104292353	104304651	-1	C11orf57	chromosome 11 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:25569]
1	1	ENSOCUG00000017356	143981085	144122191	1	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]
1	1	ENSOCUG00000017358	104288771	104290455	1	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:11818]
1	1	ENSOCUG00000017404	101840005	101848327	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TDM1]
1	1	ENSOCUG00000017430	146834814	146835761	-1	OR52N5	olfactory receptor family 52 subfamily N member 5 [Source:HGNC Symbol;Acc:HGNC:15231]
1	1	ENSOCUG00000017451	189354230	189355150	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TFH7]
1	1	ENSOCUG00000017463	138344259	138525545	1	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
1	1	ENSOCUG00000017469	138174445	138327648	1	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:26274]
1	1	ENSOCUG00000017504	148774456	148994854	1	SYT9	synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265]
1	1	ENSOCUG00000017511	93083767	93084393	1	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]
1	1	ENSOCUG00000017524	186960936	187009669	-1	AGBL2	ATP/GTP binding protein-like 2 [Source:HGNC Symbol;Acc:HGNC:26296]
1	1	ENSOCUG00000017534	187012082	187057434	-1	FNBP4	formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]
1	1	ENSOCUG00000017539	77228941	77325389	-1	SYK	spleen tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
1	1	ENSOCUG00000017545	187068438	187132558	-1	NUP160	nucleoporin 160kDa [Source:HGNC Symbol;Acc:HGNC:18017]
1	1	ENSOCUG00000017550	149464872	149465801	-1	OR5P3	olfactory receptor family 5 subfamily P member 3 [Source:HGNC Symbol;Acc:HGNC:14784]
1	1	ENSOCUG00000017568	143186782	143187795	-1	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6 [Source:HGNC Symbol;Acc:HGNC:8543]
1	1	ENSOCUG00000017580	27906989	27907599	1	TUSC1	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]
1	1	ENSOCUG00000017583	144598328	144717516	-1	NUP98	nucleoporin 98kDa [Source:HGNC Symbol;Acc:HGNC:8068]
1	1	ENSOCUG00000017587	179556361	179558283	-1	LRRC4C	leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]
1	1	ENSOCUG00000017600	144750448	144760001	1	PGAP2	post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]
1	1	ENSOCUG00000017602	144761961	144762536	-1	RHOG	ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
1	1	ENSOCUG00000017609	48341818	48412552	1	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
1	1	ENSOCUG00000017613	146408191	146409129	1	OR51I2	olfactory receptor 51I2  [Source:RefSeq peptide;Acc:NP_001164932]
1	1	ENSOCUG00000017618	165602772	165668525	-1	SLC5A12	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12 [Source:HGNC Symbol;Acc:HGNC:28750]
1	1	ENSOCUG00000017666	26310298	26438328	-1	TEK	TEK tyrosine kinase, endothelial [Source:HGNC Symbol;Acc:HGNC:11724]
1	1	ENSOCUG00000017670	987461	1088543	1	PTBP3	polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]
1	1	ENSOCUG00000017675	26240256	26252827	1	EQTN	equatorin [Source:HGNC Symbol;Acc:HGNC:1359]
1	1	ENSOCUG00000017681	26096505	26216256	1	MOB3B	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]
1	1	ENSOCUG00000017811	105325533	105326360	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TNW7]
1	1	ENSOCUG00000017813	145258878	145259822	1		
1	1	ENSOCUG00000017826	106084839	106121368	-1	FDX1	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]
1	1	ENSOCUG00000017832	115271329	115313679	1	TRPC6	transient receptor potential cation channel, subfamily C, member 6 [Source:HGNC Symbol;Acc:HGNC:12338]
1	1	ENSOCUG00000017851	20067138	20079306	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TEK0]
1	1	ENSOCUG00000017852	20023369	20029208	1	AQP3	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]
1	1	ENSOCUG00000017854	73518856	73522900	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TEK5]
1	1	ENSOCUG00000017869	147215979	147221030	1	C11orf42	chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:28541]
1	1	ENSOCUG00000017876	140655865	140979030	-1	UVRAG	UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]
1	1	ENSOCUG00000017880	140318842	140407944	-1	EMSY	EMSY, BRCA2-interacting transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:18071]
1	1	ENSOCUG00000017882	165306075	165593024	1	ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:HGNC:14004]
1	1	ENSOCUG00000017885	2468047	2570611	-1	MUSK	muscle, skeletal, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]
1	1	ENSOCUG00000017958	113746997	113756596	1	MMP1	Interstitial collagenase  [Source:UniProtKB/Swiss-Prot;Acc:P13943]
1	1	ENSOCUG00000020898	31834753	31835757	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U3H0]
1	1	ENSOCUG00000020903	94208286	94209221	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TQJ3]
1	1	ENSOCUG00000020925	32565818	32566387	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SHR2]
1	1	ENSOCUG00000020926	194078174	194080897	-1	MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]
1	1	ENSOCUG00000020948	150304904	150305374	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TJX1]
1	1	ENSOCUG00000020963	87441328	87442472	1		
1	1	ENSOCUG00000020974	146815461	146816420	1		
1	1	ENSOCUG00000020976	193721530	193723033	1	DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha) [Source:HGNC Symbol;Acc:HGNC:3019]
1	1	ENSOCUG00000021007	144476307	144477269	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TEQ0]
1	1	ENSOCUG00000021022	148419165	148420100	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TZ15]
1	1	ENSOCUG00000021031	145367329	145368279	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TS03]
1	1	ENSOCUG00000021045	19095837	19097324	1	FAM205A	family with sequence similarity 205 member A [Source:HGNC Symbol;Acc:HGNC:41911]
1	1	ENSOCUG00000021057	189972724	189973668	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TYW2]
1	1	ENSOCUG00000021090	26264397	26289250	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TXY6]
1	1	ENSOCUG00000021095	148566911	148568096	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TK25]
1	1	ENSOCUG00000021112	108623931	108665131	-1	RAB39A	RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]
1	1	ENSOCUG00000021120	165506082	165517257	-1	MUC15	mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]
1	1	ENSOCUG00000021123	32456449	32457018	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SJC4]
1	1	ENSOCUG00000021130	187511531	187512460	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U498]
1	1	ENSOCUG00000021141	174186378	174208087	-1	APIP	APAF1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17581]
1	1	ENSOCUG00000021162	188420134	188421066	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TNG7]
1	1	ENSOCUG00000021177	145277032	145277976	-1		
1	1	ENSOCUG00000021180	146252321	146253705	-1	HBG	Hemoglobin subunit gamma  [Source:UniProtKB/Swiss-Prot;Acc:P02099]
1	1	ENSOCUG00000021189	189446707	189447645	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TD46]
1	1	ENSOCUG00000021193	147174647	147175600	-1	OR52B2	olfactory receptor family 52 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15207]
1	1	ENSOCUG00000021205	146957728	146959712	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TRT9]
1	1	ENSOCUG00000021220	134691137	134691454	1		60S ribosomal protein L36  [Source:UniProtKB/TrEMBL;Acc:G1TTQ5]
1	1	ENSOCUG00000021229	186887470	186891684	1	PTPMT1	protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
1	1	ENSOCUG00000021262	138527832	138561662	-1	USP35	ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061]
1	1	ENSOCUG00000021263	130410874	130454837	-1	EED	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]
1	1	ENSOCUG00000021267	148311203	148312183	-1	OR6A2	olfactory receptor family 6 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15301]
1	1	ENSOCUG00000021292	1290346	1290646	-1		
1	1	ENSOCUG00000021297	97853725	97879625	1	TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]
1	1	ENSOCUG00000021303	145476535	145477497	-1	OLR60	Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U5Y7]
1	1	ENSOCUG00000021309	8326706	8332210	-1	OR13D1	olfactory receptor family 13 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:14695]
1	1	ENSOCUG00000021313	183604062	183604894	1	C11orf96	chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:38675]
1	1	ENSOCUG00000021327	143661394	143683930	1	STARD10	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]
1	1	ENSOCUG00000021334	146485831	146486787	1	OR52D1_1	olfactory receptor 52D1  [Source:RefSeq peptide;Acc:NP_001164937]
1	1	ENSOCUG00000021343	32312473	32313060	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SMG6]
1	1	ENSOCUG00000021354	188256942	188257862	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TLJ6]
1	1	ENSOCUG00000021386	93373750	93374694	1		
1	1	ENSOCUG00000021406	93730127	93731059	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U524]
1	1	ENSOCUG00000021411	140115957	140117030	-1	TSKU	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]
1	1	ENSOCUG00000021453	188519780	188520715	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TPQ1]
1	1	ENSOCUG00000021468	87078462	87160691	-1	BARX2	BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]
1	1	ENSOCUG00000021475	13040025	13040480	1		
1	1	ENSOCUG00000021514	145645059	145646003	-1	OR52R1	olfactory receptor 52R1  [Source:RefSeq peptide;Acc:NP_001164901]
1	1	ENSOCUG00000021537	93505841	93506755	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TU84]
1	1	ENSOCUG00000021542	189063513	189064454	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U4L7]
1	1	ENSOCUG00000021557	27372419	27372956	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TF59]
1	1	ENSOCUG00000021559	139903609	140062502	-1	ACER3	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
1	1	ENSOCUG00000021560	106020315	106021003	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TT24]
1	1	ENSOCUG00000021567	148357386	148358336	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TW22]
1	1	ENSOCUG00000021599	156706010	156706417	1	RPL32	ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]
1	1	ENSOCUG00000021600	134727886	134729038	-1	PDZK1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3  [Source:UniProtKB/TrEMBL;Acc:G1TH05]
1	1	ENSOCUG00000021605	143705567	143739065	1	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
1	1	ENSOCUG00000021615	87357395	87402798	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TYC6]
1	1	ENSOCUG00000021620	187970876	187971817	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TQ74]
1	1	ENSOCUG00000021649	32645865	32646407	1	IFNB1	interferon, beta 1, fibroblast [Source:HGNC Symbol;Acc:HGNC:5434]
1	1	ENSOCUG00000021660	187842009	187842938	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TKU1]
1	1	ENSOCUG00000021670	145819456	145820433	1	OR52J3	olfactory receptor 52J3  [Source:RefSeq peptide;Acc:NP_001164911]
1	1	ENSOCUG00000021683	146540912	146548330	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U7E2]
1	1	ENSOCUG00000021698	188729737	188730678	1	OR5D16	olfactory receptor family 5 subfamily D member 16 [Source:HGNC Symbol;Acc:HGNC:15283]
1	1	ENSOCUG00000021714	32363360	32363947	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SHV2]
1	1	ENSOCUG00000021717	189165776	189166762	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TV52]
1	1	ENSOCUG00000021730	145560357	145561316	-1	OR51F1	Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TYI0]
1	1	ENSOCUG00000021744	86587813	86588283	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TPH6]
1	1	ENSOCUG00000021751	148293064	148294129	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TM38]
1	1	ENSOCUG00000021753	149455307	149456248	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TSI0]
1	1	ENSOCUG00000021775	113775322	113786846	1	MMP10	matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]
1	1	ENSOCUG00000021778	146355497	146356450	1	OLR136	Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TNH5]
1	1	ENSOCUG00000021829	189504742	189505674	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TS33]
1	1	ENSOCUG00000021845	188869836	188870780	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TIK2]
1	1	ENSOCUG00000021849	181726098	181726505	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U437]
1	1	ENSOCUG00000021863	145866300	145867235	1	OLFR594	olfactory receptor 594  [Source:RefSeq peptide;Acc:NP_001164913]
1	1	ENSOCUG00000021867	190635928	190639874	-1	UBE2L6	ubiquitin conjugating enzyme E2L 6 [Source:HGNC Symbol;Acc:HGNC:12490]
1	1	ENSOCUG00000021872	32419582	32420169	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U0Q8]
1	1	ENSOCUG00000021902	191018576	191019523	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TL43]
1	1	ENSOCUG00000021912	16944071	16944682	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TXG1]
1	1	ENSOCUG00000021913	189538034	189538966	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U8K4]
1	1	ENSOCUG00000021921	146718125	146719105	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TNE8]
1	1	ENSOCUG00000021932	169394800	169434819	1	FSHb	Follitropin subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:Q6IY73]
1	1	ENSOCUG00000021933	156595616	156609771	-1	CYP2R1	cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]
1	1	ENSOCUG00000021968	193773247	193774632	-1	EIF1AD	eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]
1	1	ENSOCUG00000021971	145874963	145876645	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U666]
1	1	ENSOCUG00000022025	193753066	193756498	1	SART1	squamous cell carcinoma antigen recognized by T-cells 1 [Source:HGNC Symbol;Acc:HGNC:10538]
1	1	ENSOCUG00000022052	189282768	189283709	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U2Y4]
1	1	ENSOCUG00000022076	192361681	192362259	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TSI1]
1	1	ENSOCUG00000022078	145919008	145919577	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TKD4]
1	1	ENSOCUG00000022104	145851486	145852427	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U2L2]
1	1	ENSOCUG00000022128	187465146	187466057	1	OR4B1	olfactory receptor family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8290]
1	1	ENSOCUG00000022183	4154142	4221329	1	CTNNAL1	catenin alpha-like 1 [Source:HGNC Symbol;Acc:HGNC:2512]
1	1	ENSOCUG00000022190	93756515	93757447	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TPV4]
1	1	ENSOCUG00000022202	49680833	49768862	-1	SLC1A1	Amino acid transporter  [Source:UniProtKB/TrEMBL;Acc:G1TZG7]
1	1	ENSOCUG00000022230	146010699	146011646	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U4Z9]
1	1	ENSOCUG00000022234	20276562	20330952	1	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:924]
1	1	ENSOCUG00000022251	189865445	189866374	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TUP3]
1	1	ENSOCUG00000022253	71907113	71912910	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1THC6]
1	1	ENSOCUG00000022254	32334732	32335319	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U4J3]
1	1	ENSOCUG00000022259	189118569	189119507	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TKF1]
1	1	ENSOCUG00000022280	86767329	86813750	-1	TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]
1	1	ENSOCUG00000022289	146020333	146021280	-1	OLR106	Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:B8K165]
1	1	ENSOCUG00000022290	188052938	188054326	1		Elongation factor 1-alpha  [Source:UniProtKB/TrEMBL;Acc:G1TM98]
1	1	ENSOCUG00000022294	12553801	12562329	-1	MURC	muscle-related coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33742]
1	1	ENSOCUG00000022316	101724659	101754210	-1	NXPE2	neurexophilin and PC-esterase domain family member 2 [Source:HGNC Symbol;Acc:HGNC:26331]
1	1	ENSOCUG00000022326	93918653	93919591	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TLK2]
1	1	ENSOCUG00000022381	30336913	30337215	-1		
1	1	ENSOCUG00000022412	141307967	141313359	-1		
1	1	ENSOCUG00000022422	105099656	105109495	-1	COLCA2	colorectal cancer associated 2 [Source:HGNC Symbol;Acc:HGNC:26978]
1	1	ENSOCUG00000022424	191242602	191243573	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TS55]
1	1	ENSOCUG00000022440	145091685	145092617	-1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TPJ6]
1	1	ENSOCUG00000022454	15222387	15225698	-1	FOXE1	forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]
